CONSECUTIVO;FECHA DE INSCRIPCION;DEPARTAMENTO DE INSCRIPCION;MUNICIPIO DE INSCRIPCION;CODIGO DIVIPOLA DEPARTAMENTO;CODIGO DIVIPOLA MUNICIPIO;NOMBRE DEL ESTABLECIMIENTO;DIRECCION;AREA;CORREO ELECTRONICO;PREPARACION ALIMENTOS;COMEDORES;EXPENDIO ALIMENTOS;GRANDES SUPERFICIES;ENSAMBLE ALIMENTOS;ALMACENAMIENTO;VENTA VIA PUBLICA;EXPENDIO BEBIDAS ALCOHOLICAS;PLAZAS DE MERCADO;EXPENDIO CARNES;LUGAR DE FUNCIONAMIENTO PARA EXPENDIOS Y ALMACENAMIENTO DE CARNES Y PRODUCTOS CARNICOS COMESTIBLES;INSPECCIONADO POR LA ENTIDAD TERRITORIAL DE SALUD;FECHA DE LA ULTIMA INSPECCION;CONCEPTO ANTERIOR;INSCRIPCION VIGENTE
2485;2/10/2022 0:00;NORTE DE SANTANDER;LOS PATIOS;54;405;PANADERIA Y PASTELARIA TRES ESPIGAS;TRANSV 11 4A-04 LOCAL1 BRR MONTEBELLO I;URBANA;mario_1995.07@hotmail.com;Panadería y/o Pastelería /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;Independiente /;SI;2/10/2022 0:00;FAVORABLE;SI
2486;2/10/2022 0:00;NORTE DE SANTANDER;LOS PATIOS;54;405;PANADERIA PAN DE VIDA;CLL 11 11-131 BRR MONTEBELLO I;URBANA;miguelangelpedrazaacosta@hotmail.com;Panadería y/o Pastelería /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;Independiente /;SI;2/10/2022 0:00;FAVORABLE;SI
2670;2/10/2022 0:00;NORTE DE SANTANDER;CONVENCION;54;206;CENTRO EDUCATIVO RURAL LLANO GRANDE;CORREGIMIENTO DE LAS MERCEDES;RURAL;no registra;NO APLICA;Programas sociales del estado /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA /;Independiente /;SI;3/12/2019 0:00;FAVORABLE CON REQUERIMIENTOS;SI
2671;2/10/2022 0:00;NORTE DE SANTANDER;CONVENCION;54;206;ESCUELA NORMAL SUPERIOR;CALLE 5 N° 5-09;URBANA;normalconvencion@hotmail.com;NO APLICA;Programas sociales del estado /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA /;Otros /;SI;9/12/2019 0:00;FAVORABLE CON REQUERIMIENTOS;SI
2675;2/10/2022 0:00;NORTE DE SANTANDER;CONVENCION;54;206;INSTITUTO TECNICO AGRICOLA;FINCA LA MESETA;RURAL;no registra;NO APLICA;Programas sociales del estado /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA /;Otros /;SI;08/29/2019 12:00:00 AM;FAVORABLE CON REQUERIMIENTOS;SI
2678;2/10/2022 0:00;NORTE DE SANTANDER;CONVENCION;54;206;SEDE LA ESPERANZA;KDX V4-200 BARRIO LA ESPERANZA;URBANA;no registra;NO APLICA;Programas sociales del estado /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA /;Otros /;SI;08/29/2019 12:00:00 AM;FAVORABLE CON REQUERIMIENTOS;SI
2458;2/11/2022 0:00;NORTE DE SANTANDER;LOS PATIOS;54;405;PASTELES LINA;AVENIDA 10 CALLE 8 LOTE 4 PIZARREAL;URBANA;yor.elian112@gmail.com;Cafetería /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;SI;2/11/2022 0:00;FAVORABLE CON REQUERIMIENTOS;SI
2467;2/11/2022 0:00;NORTE DE SANTANDER;TOLEDO;54;820;CAFETERIA MI TARANTIN;CARRERA 5 # 12-13 BARRIO CENTRO;URBANA;no aplica;Cafetería /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA /;Independiente /;SI;2/11/2022 0:00;FAVORABLE CON REQUERIMIENTOS;SI
2471;2/11/2022 0:00;NORTE DE SANTANDER;PAMPLONA;54;518;CAFETERIA ESCOLAR COLEGIO AGUEDA GALLARDO VILLAMIZAR;CALLE 9 CON KRA 9 # 9 08 BR SALESIANO;URBANA;dindustrial.andrea@gmail.com;Cafetería /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA /;Independiente /;SI;02/17/2022 12:00:00 AM;FAVORABLE CON REQUERIMIENTOS;SI
2484;2/11/2022 0:00;NORTE DE SANTANDER;LOS PATIOS;54;405;PANADERIA Y PASTELARIA ARTESANAL;CLL 8 A 10A-45 KM 8;URBANA;m.elizabeth.delgado.a@gmail.com;Panadería y/o Pastelería /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;Independiente /;SI;2/11/2022 0:00;FAVORABLE;SI
2443;02/14/2022 12:00:00 AM;NORTE DE SANTANDER;VILLA DEL ROSARIO;54;874;VENTA DE POLLO LA GRANJA DE NAHOMI;CALLE 6 # 10-82 BARRIO GRAMALOTE;URBANA;yen-nik@hotmail.com;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;Expendio Carnes /;Independiente /;SI;01/14/2022 12:00:00 AM;FAVORABLE;SI
2479;02/14/2022 12:00:00 AM;NORTE DE SANTANDER;RAGONVALIA;54;599;INSTITUCION EDUCATIVA NUESTRA SEÑORA DE LA MERCED.;AV 3 CON CALLE 4 ESQUINA, BARRIO LA HUMILDAD;URBANA;colegioraronvalia@hotmail.com;NO APLICA;Programas sociales del estado /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;Otros /;SI;02/14/2022 12:00:00 AM;FAVORABLE CON REQUERIMIENTOS;SI
2432;02/15/2022 12:00:00 AM;NORTE DE SANTANDER;VILLA DEL ROSARIO;54;874;TIENDA LOS BUCAROS DE LA VILLA;CALLE 7 # 6-47 LA PARADA;URBANA;ivanhector444@hotmail.com;NO APLICA;NO APLICA;Expendio /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;SI;02/15/2022 12:00:00 AM;FAVORABLE;SI
2439;02/15/2022 12:00:00 AM;NORTE DE SANTANDER;SILOS;54;743;INSTITUCION EDUCATIVA LUIS E. PUYANA;CALLE PRINCIPAL BARRIO LA MILAGROSA;URBANA;ie.puyanasilos@gmail.com;NO APLICA;Programas sociales del estado /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA /;Independiente /;SI;02/25/2020 12:00:00 AM;FAVORABLE CON REQUERIMIENTOS;SI
2452;02/15/2022 12:00:00 AM;NORTE DE SANTANDER;VILLA DEL ROSARIO;54;874;TIENDA LOS BUCAROS DE LA VILLA;CALLE 7 # 6-47 LA PARADA;URBANA;ivanhector444@hotmail.com;NO APLICA;NO APLICA;Expendio /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;SI;02/15/2022 12:00:00 AM;FAVORABLE;SI
2456;02/15/2022 12:00:00 AM;NORTE DE SANTANDER;LOS PATIOS;54;405;RESTAURANTE Y JUEGOS DE AZAR MY FRIENDS;CALLE 15 A N°9B-06 LOCAL 4 TIERRA LINDA;URBANA;lauraliriomar4@gmail.com;Restaurante /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;SI;02/15/2022 12:00:00 AM;FAVORABLE CON REQUERIMIENTOS;SI
2491;02/15/2022 12:00:00 AM;NORTE DE SANTANDER;LOS PATIOS;54;405;PANADERIA Y PASTELARIA SAN NICOLAS 2;AV 6 A 4-106 BRR SAN NICOLAS 2;URBANA;jaijav03211@gmail.com;NO APLICA;NO APLICA;Expendio /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;Independiente /;SI;02/15/2022 12:00:00 AM;FAVORABLE;SI
2567;02/15/2022 12:00:00 AM;NORTE DE SANTANDER;HERRAN;54;347;INSTITUCION EDUCATIVA COLEGIO INTEGRADO PERPETUO SOCORRO COLPERSO;CALLE 2 # 1-41 BARRIO MARIA AUXILIADORA;URBANA;colpersoherran@hotmail.com;NO APLICA;Programas sociales del estado /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA /;NO APLICA;SI;3/05/2020 0:00;FAVORABLE CON REQUERIMIENTOS;SI
2437;02/16/2022 12:00:00 AM;NORTE DE SANTANDER;SILOS;54;743;TIENDA LA LOMA -SILOS;KDX 1 CALLE 3 AV. 3/4 BR CENTRO;URBANA;ananiasverarodriguez@gmail.com;NO APLICA;NO APLICA;Expendio /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA /;Independiente /;SI;11/10/2016 0:00;FAVORABLE CON REQUERIMIENTOS;SI
2438;02/16/2022 12:00:00 AM;NORTE DE SANTANDER;SILOS;54;743;TIENDA TRES ESQUINAS;KDX 159 CALLE 3 AV. 3/4;URBANA;brunoantonioportilla@gmail.com;NO APLICA;NO APLICA;Expendio /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA /;Independiente /;SI;05/23/2017 12:00:00 AM;FAVORABLE CON REQUERIMIENTOS;SI
2462;02/16/2022 12:00:00 AM;NORTE DE SANTANDER;EL CARMEN;54;245;INSTITUCIÓN EDUCATIVA COLEGIO SANTO ANGEL;CALLE URIBE URIBE;RURAL;colsangel@hotmail.com;Restaurante /;Programas sociales del estado /;Expendio /;NO APLICA;NO APLICA;Dador de frío /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;SI;04/13/2021 12:00:00 AM;FAVORABLE CON REQUERIMIENTOS;SI
2466;02/16/2022 12:00:00 AM;NORTE DE SANTANDER;SARDINATA;54;720;DULCERIA LAS DELICIAS DE MI TIERRA;CARRERA 6 Nª5-71 B. CENTRO;URBANA;samuelaraque20212@gamil.com;Cafetería /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO;1/01/1900 0:00;FAVORABLE;SI
2480;02/16/2022 12:00:00 AM;NORTE DE SANTANDER;RAGONVALIA;54;599;INSTITUCION EDUCATIVA NUESTRA SEÑORA DE LA MERCED.;AV 4, BARRIO LOS NARANJOS, AL LADO DEL ESTADIO.;URBANA;colegioraronvalia@hotmail.com;NO APLICA;Programas sociales del estado /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA /;Otros /;SI;02/16/2022 12:00:00 AM;FAVORABLE CON REQUERIMIENTOS;SI
2481;02/16/2022 12:00:00 AM;NORTE DE SANTANDER;RAGONVALIA;54;599;INSTITUCION EDUCATIVA NUESTRA SEÑORA DE LA MERCED.;VIA A HERRAN, BARRIO JUAN XXIII;URBANA;colegioraronvalia@hotmail.com;NO APLICA;Programas sociales del estado /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA /;Otros /;SI;02/17/2022 12:00:00 AM;FAVORABLE CON REQUERIMIENTOS;SI
2516;02/17/2022 12:00:00 AM;NORTE DE SANTANDER;EL ZULIA;54;261;POOLES LA REINA R;LOTE 22B VEREDA ASTRILLEROS;RURAL;vale.jose498@gmail.com;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;Sin tipo de establecimiento /;NO APLICA;NO APLICA /;Independiente /;NO;1/01/1900 0:00;FAVORABLE;SI
3003;02/17/2022 12:00:00 AM;NORTE DE SANTANDER;SAN CAYETANO;54;673;HOGAR COMUNITARIO MEÑIQUES;KDX 7-9 VEREDA SAN ISIDRO;RURAL;yinethsa_09@hotmail.com;NO APLICA;Programas sociales del estado /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO;1/01/1900 0:00;FAVORABLE CON REQUERIMIENTOS;SI
2455;02/18/2022 12:00:00 AM;NORTE DE SANTANDER;LOS PATIOS;54;405;TIENDA MIXTA MARINA;CALLE 32 AVENIDA 1 N°0-87 LA CORDIALIDAD;URBANA;sandramilenaserrano10@gmail.com;NO APLICA;NO APLICA;Expendio /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;SI;02/18/2022 12:00:00 AM;FAVORABLE CON REQUERIMIENTOS;SI
2459;02/18/2022 12:00:00 AM;NORTE DE SANTANDER;VILLA DEL ROSARIO;54;874;TIENDA DONDE JHORMAN TAMARINDOS;MZ B1 CASA 1 QUINTAS DEL TAMARINDO;URBANA;jeysscastrocollantes@gmail.com;NO APLICA;NO APLICA;Expendio /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;SI;02/18/2022 12:00:00 AM;FAVORABLE;SI
2553;02/18/2022 12:00:00 AM;NORTE DE SANTANDER;CACOTA;54;125;RESTAURANTE ESCOLAR INSTITUCION EDUCATIVA ORTUN VELASCO;CALLE 4 # 2 76 BR CENTRO;URBANA;ortumvelasco@gmail.com;NO APLICA;Programas sociales del estado /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;SI /;Independiente /;SI;02/18/2022 12:00:00 AM;FAVORABLE;SI
2475;02/21/2022 12:00:00 AM;NORTE DE SANTANDER;PAMPLONA;54;518;EXPENDIO DE CARNE PUESTO # 30;CASA DE MERCADO CUBIERTO PUESTO # 30;URBANA;alexandersson_1983@yahoo.es;NO APLICA;NO APLICA;Expendio /;NO APLICA;NO APLICA;Dador de frío /;NO APLICA;NO APLICA;NO APLICA;Expendio Carnes /;Plaza de mercado /;NO;1/01/1900 0:00;FAVORABLE CON REQUERIMIENTOS;SI
2476;02/21/2022 12:00:00 AM;NORTE DE SANTANDER;PAMPLONA;54;518;EXPENDIO DE CARNE PUESTO 30;CASA DE MERCADO CUBIERTO PUESTO 30;URBANA;alexandersson_1983@yahoo.es;NO APLICA;NO APLICA;Expendio /;NO APLICA;NO APLICA;Dador de frío /;NO APLICA;NO APLICA;Plaza de Mercado /;Expendio Carnes /;Plaza de mercado /;NO;1/01/1900 0:00;FAVORABLE CON REQUERIMIENTOS;SI
2483;02/21/2022 12:00:00 AM;NORTE DE SANTANDER;LOS PATIOS;54;405;PANADERIA Y PASTELARIA EL FORTIN DEL PAN;AV 4 26-25 BRR LA CORDIALIDAD;URBANA;marianaaleida1967@gmail.com;Panadería y/o Pastelería /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;Independiente /;SI;02/21/2022 12:00:00 AM;FAVORABLE;SI
2487;02/21/2022 12:00:00 AM;NORTE DE SANTANDER;LOS PATIOS;54;405;PANADERIA Y PASTELERIA GRANADOS PEREZ;CLL 25 8 02 BRR PATIO CENTRO;URBANA;perez_ana25@hotmail.com;Panadería y/o Pastelería /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;Independiente /;SI;02/21/2022 12:00:00 AM;FAVORABLE;SI
2571;02/21/2022 12:00:00 AM;NORTE DE SANTANDER;SAN CAYETANO;54;673;RESTAURANTE ESCOLAR COLEGIO TEODORO GUTIERREZ CALDERON;CALLE 4 # 4-18 BARRIO EL LLANO;URBANA;col_teguc@hotmail.com;NO APLICA;Programas sociales del estado /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;SI;10/25/2019 12:00:00 AM;FAVORABLE CON REQUERIMIENTOS;SI
2573;02/21/2022 12:00:00 AM;NORTE DE SANTANDER;SAN CAYETANO;54;261;RESTAURANTE ESCOLAR SEDE INTEGRADA SAN CAYETANO;AV 3 CALLE 5 Y 6 BARRIO LA PLAYA;URBANA;col_teguc@hotmail.com;NO APLICA;Programas sociales del estado /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;SI;10/25/2019 12:00:00 AM;FAVORABLE CON REQUERIMIENTOS;SI
2577;02/22/2022 12:00:00 AM;NORTE DE SANTANDER;MUTISCUA;54;480;IGLESIA CENTRO CRISTIANO;CARRERA 2 # 6 -12 BARRIO CENTRO;URBANA;coordinacionmutiscua@centrocristiano.com.co;NO APLICA;Programas sociales del estado /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;SI;07/28/2021 12:00:00 AM;FAVORABLE;SI
2463;02/23/2022 12:00:00 AM;NORTE DE SANTANDER;SARDINATA;54;720;I.E. NUESTRA SEÑORA DE LAS MERCEDES SEDE 1;CALLE 8 N°4-70 B .SAN FRANCISCO;URBANA;colcolnumersa_sardinata@hotmail.com;NO APLICA;Programas sociales del estado /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;SI;11/11/2020 0:00;FAVORABLE;SI
2464;02/23/2022 12:00:00 AM;NORTE DE SANTANDER;SARDINATA;54;720;I.E. NUESTRA SEÑORA DE LAS MERCEDES SEDE 2;CARRERA 4 N°4-19 B. TAMARINDO;URBANA;colcolnumersa_sardinata@hotmail.com;NO APLICA;Programas sociales del estado /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;SI;2/11/2020 0:00;FAVORABLE;SI
2543;02/23/2022 12:00:00 AM;NORTE DE SANTANDER;CHINACOTA;54;172;EL SABROSITO;AVENIDA 3 # 5-47 BARRIO EL CENTRO;URBANA;javierleal.72@hotmail.com;NO APLICA;NO APLICA;Expendio /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA /;Independiente /;SI;02/23/2022 12:00:00 AM;FAVORABLE;SI
2465;02/24/2022 12:00:00 AM;NORTE DE SANTANDER;SARDINATA;54;720;I.E. ALIRIO VERGEL;CALLE 4 N°1-33 B. CHICAROS;URBANA;colavepsa@yahoo.es;NO APLICA;Programas sociales del estado /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;SI;2/11/2020 0:00;FAVORABLE;SI
2545;02/24/2022 12:00:00 AM;NORTE DE SANTANDER;CHINACOTA;54;172;INVERSIONES DISTRIFRUTAS;AVENIDA 2 N0 2-66 EL CENTRO;URBANA;maavebuily@gmail.com;NO APLICA;NO APLICA;Expendio /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA /;Independiente /;SI;02/24/2022 12:00:00 AM;FAVORABLE;SI
2460;02/25/2022 12:00:00 AM;NORTE DE SANTANDER;VILLA DEL ROSARIO;54;874;CARNES LA HEROICA S.A.S;CALLE 8 # 10-74 BARRIO GRAMALOTE;URBANA;carneslaheroica@hotmail.com;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;Expendio Carnes /;Independiente /;SI;02/25/2022 12:00:00 AM;FAVORABLE;SI
2461;02/25/2022 12:00:00 AM;NORTE DE SANTANDER;VILLA DEL ROSARIO;54;874;KDANS SPOTS;CALLE 5 # 9-60 GRAMALOTE;URBANA;kellyrodriguez822@gmail.com;Restaurante / Comidas Rápidas /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;SI;02/25/2022 12:00:00 AM;FAVORABLE;SI
2574;02/25/2022 12:00:00 AM;NORTE DE SANTANDER;SAN CAYETANO;54;673;RESTAURANTE ESCOLAR SEDE PRINCIPAL CORNEJO;CALLE 8 # 6-44 BARRIO ELCENTRO - CORNEJO;URBANA;julia065@hotmail.com;NO APLICA;Programas sociales del estado /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;SI;04/23/2019 12:00:00 AM;FAVORABLE CON REQUERIMIENTOS;SI
2578;02/25/2022 12:00:00 AM;NORTE DE SANTANDER;SAN CAYETANO;54;673;RESTAURANTE ESCOLAR RURAL SEDE SAN ISIDRO;VEREDA SAN ISIDRO;RURAL;julia065@hotmail.com;NO APLICA;Programas sociales del estado /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO;1/01/1900 0:00;FAVORABLE CON REQUERIMIENTOS;SI
2580;02/25/2022 12:00:00 AM;NORTE DE SANTANDER;SAN CAYETANO;54;673;RESTAURANTE ESCOLAR RURAL SEDE PUENTE ZULIA;VEREDA PUENTE ZULIA;RURAL;julia065@hotmail.com;NO APLICA;Programas sociales del estado /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO;1/01/1900 0:00;FAVORABLE CON REQUERIMIENTOS;SI
2581;02/25/2022 12:00:00 AM;NORTE DE SANTANDER;SAN CAYETANO;54;673;RESTAURANTE ESCOLAR RURAL SEDE ROSA BLANCA;VEREDA AYACUCHO;RURAL;julia065@hotmail.com;NO APLICA;Programas sociales del estado /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO;1/01/1900 0:00;FAVORABLE CON REQUERIMIENTOS;SI
2582;02/25/2022 12:00:00 AM;NORTE DE SANTANDER;SAN CAYETANO;54;673;RESTAURANTE ESCOLAR RURAL SEDE TABIRO;VEREDA TABIRO;RURAL;julia065@hotmail.com;NO APLICA;Programas sociales del estado /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO;1/01/1900 0:00;FAVORABLE CON REQUERIMIENTOS;SI
2584;02/25/2022 12:00:00 AM;NORTE DE SANTANDER;SAN CAYETANO;54;673;RESTAURANTE ESCOLAR RURAL SEDE URIMACO;VEREDA URIMACO;RURAL;julia065@hotmail.com;NO APLICA;Programas sociales del estado /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO;1/01/1900 0:00;FAVORABLE CON REQUERIMIENTOS;SI
2469;02/28/2022 12:00:00 AM;NORTE DE SANTANDER;OCANA;54;498;DISTRIBUIDORA SHEYSA SAS;MERCADO PUBLICO;URBANA;no dato;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;Expendio Carnes /;Independiente /;NO;1/01/1900 0:00;FAVORABLE;SI
2490;02/28/2022 12:00:00 AM;NORTE DE SANTANDER;LOS PATIOS;54;405;MINIMARKET MALLAS ELKIN;AV 11 29-91 BRR PATIO ANTIGUO;URBANA;elkin770@hotmail.com;NO APLICA;NO APLICA;Expendio /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;Independiente /;SI;02/28/2022 12:00:00 AM;FAVORABLE;SI
2616;3/01/2022 0:00;NORTE DE SANTANDER;LOS PATIOS;54;405;HOGAR COMUNITARIO PARAISO;AV 2 CALLE 32# 2-04;URBANA;dani.tiria018@gmail.com;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;SI;3/01/2022 0:00;FAVORABLE;SI
2618;3/01/2022 0:00;NORTE DE SANTANDER;LOS PATIOS;54;405;HOGAR COMUNITARIO PETETE1;CALLE 31 # 1-12;URBANA;marialucila@gmail.com;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;SI;3/01/2022 0:00;FAVORABLE CON REQUERIMIENTOS;SI
2691;3/01/2022 0:00;NORTE DE SANTANDER;LOS PATIOS;54;405;HOGAR COMUNITARIO CORAZONCITO;AV 2 # 32-50;URBANA;centropatios@gmail.com;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;SI;3/01/2022 0:00;FAVORABLE;SI
2607;3/02/2022 0:00;NORTE DE SANTANDER;LOS PATIOS;54;405;RESTAURANTE ESCOLAR INSTITUCION SEDE ESCUELA DOCE DE OCTUBRE;CALLE 34 VAENIDA 2E BARRIO DOCE DE OCTUBRE;URBANA;secretariageneral@lospatios-nortedesantander.gov.co;NO APLICA;Programas sociales del estado /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;SI;3/02/2022 0:00;FAVORABLE CON REQUERIMIENTOS;SI
2641;3/02/2022 0:00;NORTE DE SANTANDER;LOS PATIOS;54;405;RESTAURANTE ESCOLAR INSTITUCION EDUCATIVA ANA VITIELLO;CALLE 34 A 7E-42 SANTA ROSA DE LIMA;URBANA;secretariageneral@lospatios-nortedesantander.gov.co;NO APLICA;Programas sociales del estado /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;SI;3/02/2022 0:00;FAVORABLE;SI
2492;3/03/2022 0:00;NORTE DE SANTANDER;LOS PATIOS;54;405;TIENDA MAMUCY;MZ 4 LOTE 27 CALLE 22 BRR VIDELSO;URBANA;tatizperez_11@outlook.es;NO APLICA;NO APLICA;Expendio /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;SI;3/03/2022 0:00;FAVORABLE;SI
2538;3/03/2022 0:00;NORTE DE SANTANDER;DURANIA;54;239;TIENDA EL REY;AVENIDA 2 # 4-40 BARRIO LA TROJA;URBANA;pacoo-1995@ hotmail.com;NO APLICA;NO APLICA;Expendio /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA /;Independiente /;SI;3/03/2022 0:00;FAVORABLE;SI
2586;3/03/2022 0:00;NORTE DE SANTANDER;EL ZULIA;54;261;RESTAURANTE ESCOLAR SEDE INTEGRADA SAN JOSE;CALLE 6 AV 1 ESQUINA BARRIO EL CENTRO;URBANA;yadirajaimesp201@hotmail.com;NO APLICA;Programas sociales del estado /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;SI;10/24/2019 12:00:00 AM;FAVORABLE CON REQUERIMIENTOS;SI
